84,"Wesley","Brazil",1,0,"Attacker",0,0,0,0,2,0,2,0,0,66
894,"A. Young","England",12,732,"Defender",5,0,0,2,257,6,17,0,0,66
2664,"Trézéguet","Egypt",0,0,"Midfielder",0,0,0,0,0,0,0,0,0,66
18941,"M. Targett","England",16,1344,"Defender",4,1,0,1,588,19,27,2,0,66
19071,"E. Buendía","Argentina",16,971,"Midfielder",8,1,0,2,392,19,19,1,0,66
19174,"J. Steer","England",1,90,"Goalkeeper",0,0,3,0,31,0,23,0,0,66
19177,"K. Hause","England",4,261,"Defender",1,1,0,0,126,0,22,0,0,66
19179,"T. Mings","England",17,1478,"Defender",8,1,0,1,738,2,34,5,0,66
19182,"A. Tuanzebe","England",9,506,"Defender",1,0,0,0,240,0,25,1,0,66
19188,"C. Hourihane","Republic of Ireland",0,0,"Midfielder",0,0,0,0,0,0,0,0,0,66
19191,"J.  McGinn","Scotland",16,1388,"Midfielder",17,3,0,2,530,24,26,4,0,66
19195,"A. El Ghazi","Netherlands",9,383,"Midfielder",7,1,0,1,103,5,8,2,0,66
19298,"M. Cash","Poland",18,1605,"Midfielder",14,1,0,0,572,13,22,4,0,66
19354,"E. Konsa","England",17,1489,"Defender",12,2,0,0,549,3,27,3,1,66
21636,"F. Guilbert","France",0,0,"Defender",0,0,0,0,0,0,0,0,0,66
47522,"Douglas Luiz","Brazil",14,1144,"Midfielder",5,0,0,3,524,19,31,3,1,66
138937,"F. Marschall","England",0,0,"Goalkeeper",0,0,0,0,0,0,0,0,0,66
169291,"V. Sinisalo","Finland",0,0,"Goalkeeper",0,0,0,0,0,0,0,0,0,66
284523,"S. Swinkels","Netherlands",0,0,"Defender",0,0,0,0,0,0,0,0,0,66
298128,"K. Kessler","England",0,0,"Defender",0,0,0,0,0,0,0,0,0,66
