253,"A. Areola","France",0,0,"Goalkeeper",0,0,0,0,0,0,0,0,0,48
1231,"V. Coufal","Czech Republic",16,1182,"Defender",4,0,0,2,539,13,26,2,0,48
2726,"K. Zouma","France",11,971,"Defender",0,1,0,0,0,0,0,1,0,48
2997,"Ł. Fabiański","Poland",19,1710,"Goalkeeper",0,0,25,0,405,0,12,0,0,48
15928,"F. Alves","Denmark",0,0,"Defender",0,0,0,0,0,0,0,0,0,48
18813,"A. Cresswell","England",13,1141,"Defender",6,1,0,1,709,16,45,0,0,48
18814,"I. Diop","France",5,450,"Defender",1,0,0,0,199,0,33,0,0,48
18815,"R. Fredericks","England",1,2,"Defender",0,0,0,0,1,0,1,0,0,48
18817,"A. Ogbonna","Italy",11,922,"Defender",1,1,0,0,474,0,36,1,0,48
18819,"M. Antonio","Jamaica",18,1573,"Midfielder",34,7,0,5,342,33,12,4,0,48
18820,"C. Coventry","Republic of Ireland",0,0,"Midfielder",0,0,0,0,0,0,0,0,0,48
18823,"B. Johnson","England",10,757,"Defender",3,1,0,0,310,4,21,0,0,48
18834,"A. Yarmolenko","Ukraine",9,61,"Midfielder",2,0,0,0,36,2,4,0,0,48
19147,"C. Dawson","England",16,1159,"Defender",11,0,0,1,519,3,28,2,0,48
19229,"D. Randolph","Republic of Ireland",0,0,"Goalkeeper",0,0,0,0,0,0,0,0,0,48
19629,"D. Martin","England",0,0,"Goalkeeper",0,0,0,0,0,0,0,0,0,48
141133,"A. Alese","England",0,0,"Defender",0,0,0,0,0,0,0,0,0,48
154804,"M. Emmanuel","England",0,0,"Defender",0,0,0,0,0,0,0,0,0,48
171058,"H. Ashby","Scotland",1,6,"Defender",0,0,0,0,6,0,6,0,0,48
171059,"J. Baptiste","England",0,0,"Defender",0,0,0,0,0,0,0,0,0,48
