167,"D. Rose","England",8,689,"Defender",3,0,0,0,227,6,19,4,0,38
2773,"W. Troost-Ekong","Nigeria",16,1376,"Defender",2,0,0,0,573,1,29,3,0,38
2777,"I. Success","Nigeria",0,0,"Attacker",0,0,0,0,0,0,0,0,0,38
17832,"M. Pollock","England",0,0,"Defender",0,0,0,0,0,0,0,0,0,38
18791,"B. Foster","England",8,720,"Goalkeeper",0,0,13,1,254,1,16,0,0,38
18799,"A. Masina","Morocco",11,868,"Defender",3,0,0,0,292,6,19,0,0,38
18800,"Marc Navarro","Spain",0,0,"Defender",0,0,0,0,0,0,0,0,0,38
18803,"N. Chalobah","England",0,0,"Midfielder",0,0,0,0,0,0,0,0,0,38
18806,"W. Hughes","England",0,0,"Midfielder",0,0,0,1,154,5,26,0,0,38
18807,"Domingos Quina","Portugal",0,0,"Midfielder",0,0,0,0,0,0,0,0,0,38
18808,"T. Deeney","England",2,23,"Attacker",2,0,0,0,7,1,1,0,0,38
18810,"A. Gray","Jamaica",0,0,"Attacker",0,0,0,0,0,0,0,0,0,38
18887,"R. Elliot","Republic of Ireland",0,0,"Goalkeeper",0,0,0,0,0,0,0,0,0,38
20126,"J. Sinclair","England",0,0,"Attacker",0,0,0,0,0,0,0,0,0,38
44775,"D. Bachmann","Austria",10,900,"Goalkeeper",0,0,22,0,233,0,13,0,0,38
127470,"T. Dele-Bashiru","Nigeria",0,0,"Midfielder",0,0,0,0,0,0,0,0,0,38
181420,"J. Alvarado","Colombia",0,0,"Midfielder",0,0,0,0,0,0,0,0,0,38
191976,"J. Hungbo","England",0,0,"Midfielder",0,0,0,0,0,0,0,0,0,38
276605,"D. Agyakwa","Netherlands",0,0,"Defender",0,0,0,0,0,0,0,0,0,38
349288,"V. Angelini","Scotland",0,0,"Goalkeeper",0,0,0,0,0,0,0,0,0,38
