2729,"J. Andersen","Denmark",15,1205,"Defender",2,0,0,1,853,4,51,3,0,52
2930,"J. Butland","England",2,180,"Goalkeeper",0,0,5,0,73,0,23,0,0,52
18806,"W. Hughes","England",5,336,"Midfielder",0,0,0,1,154,5,26,0,0,52
18835,"Guaita","Spain",17,1530,"Goalkeeper",0,0,21,0,416,0,19,1,0,52
18840,"M. Kelly","England",0,0,"Defender",0,0,0,0,0,0,0,0,0,52
18843,"J. Schlupp","Ghana",14,494,"Midfielder",9,2,0,0,123,5,7,0,0,52
18844,"J. Tomkins","England",8,546,"Defender",3,1,0,0,319,2,39,2,0,52
18847,"J. Ward","England",18,1620,"Defender",6,0,0,0,887,5,42,5,0,52
18849,"J. McArthur","Scotland",11,953,"Midfielder",3,0,0,1,499,8,40,3,0,52
18852,"L. Milivojević","Serbia",8,489,"Midfielder",1,0,0,0,261,6,32,1,0,52
18853,"J. Riedewald","Netherlands",2,101,"Midfielder",0,0,0,0,44,2,19,0,0,52
18862,"N. Clyne","England",2,90,"Defender",0,0,0,0,31,0,19,1,0,52
19586,"E. Eze","England",2,36,"Midfielder",0,0,0,0,27,0,10,0,0,52
19617,"M. Olise","France",12,291,"Midfielder",3,1,0,2,165,6,12,2,0,52
19684,"R. Matthews","England",0,0,"Goalkeeper",0,0,0,0,0,0,0,0,0,52
67971,"M. Guéhi","England",18,1620,"Defender",7,2,0,0,1080,1,55,4,0,52
67972,"C. Gallagher","England",17,1484,"Midfielder",26,6,0,3,541,31,27,4,0,52
127605,"N. Ferguson","England",1,8,"Midfielder",0,0,0,0,3,0,1,0,0,52
144710,"R. Hannam","England",0,0,"Defender",0,0,0,0,0,0,0,0,0,52
182201,"T. Mitchell","England",19,1702,"Defender",0,0,0,1,775,9,31,0,0,52
