567,"Rúben Dias","Portugal",18,1503,"Defender",6,2,0,2,1399,10,72,4,0,50
615,"D. Grimshaw","England",0,0,"Goalkeeper",0,0,0,0,0,0,0,0,0,50
617,"Ederson Moraes","Brazil",18,1620,"Goalkeeper",0,0,12,0,442,0,22,2,0,50
625,"P. Sandler","Netherlands",0,0,"Defender",0,0,0,0,0,0,0,0,0,50
626,"J. Stones","England",6,411,"Defender",3,1,0,0,317,0,48,0,0,50
627,"K. Walker","England",12,1036,"Defender",3,0,0,1,923,8,69,1,0,50
632,"C. Gomes","France",3,82,"Midfielder",0,0,0,0,0,0,0,0,0,50
880,"Pablo Moreno","Spain",2,72,"Attacker",0,0,0,0,0,0,0,0,0,50
19170,"M. Rogers","England",3,105,"Attacker",0,0,0,0,0,0,0,0,0,50
19197,"S. Carson","England",0,0,"Goalkeeper",0,0,0,0,0,0,0,0,0,50
20277,"L. Bolton","England",0,0,"Midfielder",0,0,0,0,0,0,0,0,0,50
36843,"M. Smith","Wales",1,44,"Midfielder",0,0,0,0,0,0,0,0,0,50
47521,"P. Roberts","England",2,65,"Midfielder",0,0,0,0,0,0,0,0,0,50
50828,"Z. Steffen","USA",1,90,"Goalkeeper",0,0,0,0,33,0,28,0,0,50
144731,"Iker Pozo","Spain",0,0,"Midfielder",0,0,0,0,0,0,0,0,0,50
144732,"T. Doyle","England",0,0,"Midfielder",0,0,0,0,0,0,0,0,0,50
144733,"B. Knight","England",3,169,"Midfielder",0,1,0,0,0,0,0,0,0,50
158702,"C. Slicker","Scotland",0,0,"Goalkeeper",0,0,0,0,0,0,0,0,0,50
284231,"M. Hamilton","England",0,0,"Midfielder",0,0,0,0,0,0,0,0,0,50
284356,"S. Charles","England",0,0,"Defender",0,0,0,0,0,0,0,0,0,50
