720,"L. Rupp","Germany",10,475,"Midfielder",7,0,0,0,257,8,24,0,0,71
2360,"D. Giannoulis","Greece",10,535,"Defender",0,0,0,1,252,6,19,1,0,71
18914,"B. Gibson","England",15,1325,"Defender",5,0,0,0,852,3,47,3,0,71
18933,"A. Gunn","England",2,180,"Goalkeeper",0,0,8,0,57,0,19,0,0,71
19061,"T. Krul","Netherlands",17,1530,"Goalkeeper",0,0,34,0,562,0,21,1,0,71
19062,"M. McGovern","Northern Ireland",0,0,"Goalkeeper",0,0,0,0,0,0,0,0,0,71
19066,"G. Hanley","Scotland",15,1279,"Defender",6,1,0,0,690,4,39,1,0,71
19069,"C. Zimmermann","Germany",0,0,"Defender",0,0,0,0,0,0,0,0,0,71
19070,"M. Aarons","England",18,1620,"Defender",6,0,0,1,635,13,28,4,0,71
19074,"O. Hernández","Cuba",0,0,"Midfielder",0,0,0,0,0,0,0,0,0,71
19100,"K. Dowell","England",8,316,"Midfielder",1,0,0,0,87,6,7,0,0,71
19253,"J. Hugill","England",0,0,"Attacker",0,0,0,0,0,0,0,0,0,71
19287,"S. Byram","England",2,135,"Defender",1,0,0,0,55,1,20,2,0,71
19894,"B. Mumba","England",1,44,"Defender",0,0,0,0,9,0,7,0,0,71
26300,"O. Kabak","Turkey",9,744,"Defender",3,0,0,0,346,1,31,2,0,71
40774,"P. Płacheta","Poland",5,303,"Midfielder",5,0,0,0,84,2,13,1,0,71
130423,"B. Gilmour","Scotland",12,1056,"Midfielder",3,0,0,1,707,17,49,2,0,71
138806,"B. Williams","England",13,1057,"Defender",0,0,0,0,0,0,0,4,0,71
147835,"A. Omobamidele","Republic of Ireland",5,381,"Defender",1,1,0,0,227,0,38,1,0,71
278092,"J. Tomkinson","USA",0,0,"Defender",0,0,0,0,0,0,0,0,0,71
