159,"H. Lloris","France",17,1530,"Goalkeeper",0,0,20,0,370,2,15,0,0,47
161,"A. Whiteman","England",0,0,"Goalkeeper",0,0,0,0,0,0,0,0,0,47
163,"S. Aurier","Côte d'Ivoire",0,0,"Defender",0,0,0,0,0,0,0,0,0,47
165,"T. Eyoma","England",1,25,"Defender",0,0,0,0,0,0,0,0,0,47
176,"E. Lamela","Argentina",0,0,"Midfielder",0,0,0,0,0,0,0,0,0,47
739,"Reguilón","Spain",16,1206,"Defender",4,1,0,3,491,17,23,3,0,47
758,"G. Bale","Wales",0,0,"Attacker",0,0,0,0,0,0,0,0,0,47
1566,"Emerson","Brazil",13,1104,"Defender",2,0,0,1,529,10,32,3,0,47
18742,"M. Doherty","Republic of Ireland",4,98,"Defender",5,0,0,0,63,4,13,0,0,47
18908,"J. Hart","England",1,46,"Goalkeeper",0,0,0,0,0,0,0,0,0,47
19314,"C. Carter-Vickers","USA",0,0,"Defender",0,0,0,0,0,0,0,0,0,47
19321,"J. Rodon","Wales",1,78,"Defender",0,0,0,0,22,0,18,0,0,47
30418,"P. Gollini","Italy",0,0,"Goalkeeper",0,0,0,0,0,0,0,0,0,47
138819,"M. Lavinier","England",0,0,"Defender",0,0,0,0,0,0,0,0,0,47
149551,"T. Parrott","Republic of Ireland",0,0,"Attacker",0,0,0,0,0,0,0,0,0,47
154793,"J. Bowden","England",1,25,"Midfielder",0,0,0,0,0,0,0,0,0,47
154801,"J. Oluwayemi","Nigeria",0,0,"Goalkeeper",0,0,0,0,0,0,0,0,0,47
156428,"B. Austin","England",0,0,"Goalkeeper",0,0,0,0,0,0,0,0,0,47
162076,"D. Cirkin","England",0,0,"Defender",0,0,0,0,0,0,0,0,0,47
273757,"A. Devine","England",2,49,"Midfielder",0,0,0,0,0,0,0,0,0,47
