2790,"J. Guðmunds­son","Iceland",16,1052,"Midfielder",12,0,0,1,277,7,12,2,0,44
2936,"J. Tarkowski","England",15,1350,"Defender",14,1,0,2,506,2,23,5,0,44
18736,"W. Norris","England",0,0,"Goalkeeper",0,0,0,0,0,0,0,0,0,44
18836,"W. Hennessey","Wales",1,90,"Goalkeeper",0,0,3,0,29,3,14,0,0,44
18911,"N. Pope","England",15,1350,"Goalkeeper",0,0,21,0,371,1,11,0,0,44
18912,"P. Bardsley","Scotland",0,0,"Defender",0,0,0,0,0,0,0,0,0,44
18915,"K. Long","Republic of Ireland",0,0,"Defender",0,0,0,0,0,0,0,0,0,44
18916,"M. Lowton","England",16,1425,"Defender",5,1,0,2,533,14,22,2,0,44
18917,"B. Mee","England",12,1080,"Defender",10,2,0,0,443,2,26,3,0,44
18918,"C. Taylor","England",15,1350,"Defender",2,0,0,1,502,11,23,1,0,44
18922,"J. Cork","England",7,555,"Midfielder",2,0,0,0,149,1,15,1,0,44
18925,"A. Lennon","England",7,185,"Midfielder",3,1,0,0,37,0,4,1,0,44
18926,"A. Westwood","England",14,1240,"Midfielder",2,0,0,3,651,22,35,5,0,44
18977,"D. Stephens","England",1,32,"Midfielder",0,0,0,0,15,0,12,0,0,44
19268,"J. Brownhill","England",15,1201,"Midfielder",6,0,0,0,448,15,22,4,0,44
19331,"C. Roberts","Wales",1,15,"Defender",0,0,0,0,6,0,6,0,0,44
19495,"N. Collins","Republic of Ireland",5,450,"Defender",0,0,0,0,161,3,23,1,0,44
21383,"E. Pieters","Netherlands",4,109,"Defender",0,0,0,0,43,0,8,0,0,44
264437,"B. Thomas","England",0,0,"Defender",0,0,0,0,0,0,0,0,0,44
284297,"O. Dodgson","England",0,0,"Defender",0,0,0,0,0,0,0,0,0,44
